FifaIndex,short_name,competition,club,games_played,goals,assists,minutes
16,B. Mee,Premier League,,34,1,1,"3,015"
16,B. Mee,FA Cup,,1,0,0,90
15,B. Mee,Championship,,46,2,1,"4,128"
15,B. Mee,FA Cup,,2,0,0,180
15,B. Mee,League Cup,,1,0,0,90
14,B. Mee,Premier League,,33,2,1,"2,888"
14,B. Mee,FA Cup,,2,0,0,180
14,B. Mee,League Cup,,0,0,0,0
13,B. Mee,Championship,,38,0,3,"3,356"
13,B. Mee,League Cup,,3,0,0,270
12,B. Mee,Championship,,19,1,2,"1,361"
12,B. Mee,League Cup,,2,0,0,210
11,B. Mee,Championship,,31,0,1,"2,583"
11,B. Mee,FA Cup,,1,0,0,90
11,B. Mee,League Cup,,3,0,0,330
10,B. Mee,Championship,,15,0,2,"1,326"
10,B. Mee,Europe League,,0,0,0,0
10,B. Mee,Reserve League,,7,1,0,630
10,B. Mee,League Cup,,1,0,0,90
9,B. Mee,Reserve League North,,11,1,0,985
7,B. Mee,FA Youth Cup,,2,1,0,180
21,L. Marzorati,Series C - A,,0,0,0,0
21,L. Marzorati,Coppa series C,,1,0,0,90
20,L. Marzorati,Series C - A,,21,1,0,"1,844"
19,L. Marzorati,CC series,,20,0,0,"1,673"
19,L. Marzorati,Coppa Italia,,1,0,0,90
18,L. Marzorati,Superc. Series C,,2,0,0,161
18,L. Marzorati,CC series,,26,0,0,"2,099"
18,L. Marzorati,Coppa series C,,0,0,0,0
18,L. Marzorati,Coppa Italia,,2,0,0,180
17,L. Marzorati,PlayOff Lega Pro,,1,0,0,11
17,L. Marzorati,CC series,,10,1,0,810
17,L. Marzorati,Series CA,,17,0,1,"1,440"
17,L. Marzorati,Coppa series C,,3,1,0,300
16,L. Marzorati,PlayOut Lega Pro,,2,0,0,180
16,L. Marzorati,Lega Pro A,,15,2,2,"1,340"
15,L. Marzorati,Series B,,34,1,0,"3,043"
15,L. Marzorati,Coppa Italia,,2,0,0,180
14,L. Marzorati,Serie B play-out,,2,0,0,45
14,L. Marzorati,Series B,,24,0,0,"1,654"
14,L. Marzorati,Coppa Italia,,2,0,0,210
13,L. Marzorati,Serie B playoff,,0,0,0,0
13,L. Marzorati,Series B,,16,0,0,"1,301"
13,L. Marzorati,Series A,,9,1,0,535
13,L. Marzorati,Coppa Italia,,0,0,0,0
12,L. Marzorati,Series B,,19,0,0,"1,364"
12,L. Marzorati,Coppa Italia,,0,0,0,0
11,L. Marzorati,Serie B playoff,,2,0,0,180
11,L. Marzorati,Series B,,34,0,0,"2,829"
11,L. Marzorati,Primavera A,,1,0,0,90
10,L. Marzorati,Series B,,23,1,0,"1,897"
10,L. Marzorati,Coppa Italia,,0,0,0,0
9,L. Marzorati,Series A,,13,0,1,"1,072"
9,L. Marzorati,Coppa Italia,,1,0,0,90
8,L. Marzorati,Series B,,27,0,0,"2,197"
8,L. Marzorati,Coppa Italia,,1,0,0,90
7,L. Marzorati,Series A,,32,1,0,"2,558"
7,L. Marzorati,Coppa Italia,,1,0,0,14
7,L. Marzorati,UEFA Cup,,2,0,0,180
6,L. Marzorati,Series A,,26,1,0,"1,571"
6,L. Marzorati,Coppa Italia,,4,0,0,360
5,L. Marzorati,Series A,,0,0,0,0
5,L. Marzorati,Coppa Italia,,2,0,0,118
4,L. Marzorati,Series A,,1,0,0,73
20,S. Sam,Türkiye Kupasi,,5,0,0,196
20,S. Sam,Super Lig,,25,3,0,"1,253"
19,S. Sam,Bundesliga EL play-off,,1,0,0,90
19,S. Sam,Bundesliga,,21,6,7,"1,423"
19,S. Sam,ÖFB Cup,,1,0,1,31
18,S. Sam,2nd Bundesliga,,19,2,3,"1,147"
17,S. Sam,2nd Bundesliga,,23,0,1,"1,664"
17,S. Sam,DFB Cup,,1,0,0,62
16,S. Sam,Bundesliga,,13,2,1,885
16,S. Sam,Regional League West,,9,2,2,769
16,S. Sam,Europe League,,1,0,0,15
15,S. Sam,Bundesliga,,2,0,0,14
15,S. Sam,Europe League,,4,0,0,135
15,S. Sam,Regional League West,,2,1,0,169
14,S. Sam,Regional League West,,1,0,0,71
14,S. Sam,Bundesliga,,11,0,1,523
14,S. Sam,Champions League,,3,0,0,107
14,S. Sam,DFB Cup,,1,0,0,61
13,S. Sam,Bundesliga,,22,8,7,"1,383"
13,S. Sam,Champions League,,6,2,0,471
13,S. Sam,DFB Cup,,3,3,2,172
12,S. Sam,Bundesliga,,22,5,5,948
12,S. Sam,Europe League,,4,0,0,159
12,S. Sam,DFB Cup,,2,0,0,70
11,S. Sam,Bundesliga,,18,4,2,"1,409"
11,S. Sam,Champions League,,6,1,2,516
11,S. Sam,DFB Cup,,1,1,0,120
10,S. Sam,Bundesliga,,30,7,4,"2,166"
10,S. Sam,Europe League,,7,3,3,552
10,S. Sam,DFB Cup,,2,2,1,107
10,S. Sam,Europa League Quali,,1,0,0,45
9,S. Sam,2nd Bundesliga,,33,10,7,"2,780"
9,S. Sam,DFB Cup,,2,1,0,135
8,S. Sam,2nd Bundesliga,,26,4,7,"1,781"
8,S. Sam,RL North (until 11/12),,1,0,1,90
7,S. Sam,Regionalliga North,,21,3,0,"1,622"
7,S. Sam,Bundesliga,,4,0,0,51
7,S. Sam,UEFA Cup,,1,0,0,14
7,S. Sam,UI Cup,,0,0,0,0
6,S. Sam,Regionalliga North,,23,4,0,"1,312"
6,S. Sam,U19 Bundesliga North / Northeast,,2,1,0,150
5,S. Sam,Regionalliga North,,2,1,0,26
5,S. Sam,U19 Bundesliga North / Northeast,,21,3,0,"1,741"
4,S. Sam,U19 Bundesliga North / Northeast,,17,2,0,"1,257"
20,N. Muller,A-League,,18,2,0,575
19,N. Muller,A-League,,19,5,3,"1,505"
18,N. Muller,Bundesliga,,14,3,0,901
18,N. Muller,Bundesliga,,7,2,0,216
18,N. Muller,Europe League,,4,0,0,139
18,N. Muller,DFB Cup,,1,0,0,12
17,N. Muller,Bundesliga,,2,1,0,26
17,N. Muller,DFB Cup,,1,0,0,90
16,N. Muller,Bundesliga,,25,5,6,"1,901"
16,N. Muller,DFB Cup,,2,0,0,134
15,N. Muller,Bundesliga,,29,9,5,"2,161"
14,N. Muller,Relegation 1st Bundesliga,,1,1,0,43
14,N. Muller,Bundesliga,,27,1,4,"2,085"
14,N. Muller,DFB Cup,,1,0,0,90
13,N. Muller,Bundesliga,,26,9,3,"2,002"
13,N. Muller,DFB Cup,,2,1,1,180
12,N. Muller,Bundesliga,,32,8,6,"2,366"
12,N. Muller,DFB Cup,,4,1,0,322
11,N. Muller,Bundesliga,,23,4,4,"1,427"
11,N. Muller,DFB Cup,,2,0,0,154
11,N. Muller,RL West,,1,1,1,90
11,N. Muller,Europa League Quali,,1,0,0,11
10,N. Muller,2nd Bundesliga,,33,7,7,"2,926"
10,N. Muller,DFB Cup,,2,0,0,240
9,N. Muller,2nd Bundesliga,,29,6,6,"2,324"
9,N. Muller,DFB Cup,,4,1,1,309
9,N. Muller,Regional league south,,3,2,0,267
8,N. Muller,3rd league,,18,5,4,"1,134"
8,N. Muller,Regional league south,,15,0,0,"1,313"
8,N. Muller,2nd Bundesliga,,0,0,0,0
7,N. Muller,Oberliga Bayern,,11,4,0,953
7,N. Muller,2nd Bundesliga,,5,0,0,192
7,N. Muller,DFB Cup,,1,0,0,0
6,N. Muller,Oberliga Bayern,,35,9,0,"3,069"
6,N. Muller,2nd Bundesliga,,2,0,0,21
5,N. Muller,Oberliga Bayern,,2,0,0,108
5,N. Muller,U19-Bundesliga South / Southwest,,25,11,0,"2,079"
4,N. Muller,U19 Bundesliga finals,,2,0,0,202
4,N. Muller,U19-Bundesliga South / Southwest,,26,9,0,"2,020"
21,P. Gulácsi,Bundesliga,,3,0,0,1
21,P. Gulácsi,DFB Cup,,1,0,0,1
20,P. Gulácsi,Bundesliga,,33,0,0,15
20,P. Gulácsi,DFB Cup,,6,0,0,4
20,P. Gulácsi,Champions League,,8,0,0,1
19,P. Gulácsi,Champions League,,10,0,0,3
19,P. Gulácsi,Bundesliga,,32,0,0,10
19,P. Gulácsi,DFB Cup,,0,0,0,0
18,P. Gulácsi,DFB Cup,,6,0,0,2
18,P. Gulácsi,Bundesliga,,33,0,0,16
18,P. Gulácsi,Europe League,,0,0,0,0
18,P. Gulácsi,Europa League Quali,,1,0,0,1
17,P. Gulácsi,Bundesliga,,33,0,0,6
17,P. Gulácsi,Europe League,,6,0,0,1
17,P. Gulácsi,Champions League,,6,0,0,0
17,P. Gulácsi,DFB Cup,,2,0,0,1
16,P. Gulácsi,Bundesliga,,33,0,0,9
16,P. Gulácsi,DFB Cup,,1,0,0,0
15,P. Gulácsi,2nd Bundesliga,,14,0,0,3
15,P. Gulácsi,DFB Cup,,1,0,0,0
15,P. Gulácsi,Regionalliga northeast,,2,0,0,1
14,P. Gulácsi,ÖFB Cup,,5,0,0,3
14,P. Gulácsi,Bundesliga,,34,0,0,12
14,P. Gulácsi,Europe League,,7,0,0,0
14,P. Gulácsi,CL qual,,4,0,0,1
13,P. Gulácsi,ÖFB Cup,,5,0,0,3
13,P. Gulácsi,Bundesliga,,31,0,0,12
13,P. Gulácsi,Europe League,,12,0,0,7
13,P. Gulácsi,CL qual,,2,0,0,0
12,P. Gulácsi,U21 PL elite group,,6,0,0,2
12,P. Gulácsi,Premier League,,0,0,0,0
12,P. Gulácsi,Europe League,,0,0,0,0
12,P. Gulácsi,FA Cup,,0,0,0,0
12,P. Gulácsi,U21 PL,,7,0,0,3
12,P. Gulácsi,League Cup,,0,0,0,0
12,P. Gulácsi,Europa League Quali,,0,0,0,0
11,P. Gulácsi,Reserve League,,2,0,0,0
11,P. Gulácsi,FA Cup,,0,0,0,0
11,P. Gulácsi,Championship,,15,0,0,6
10,P. Gulácsi,Premier League,,0,0,0,0
10,P. Gulácsi,Europe League,,0,0,0,0
10,P. Gulácsi,Reserve League,,2,0,0,2
10,P. Gulácsi,FA Cup,,0,0,0,0
10,P. Gulácsi,League One,,12,0,0,3
10,P. Gulácsi,Europa League Quali,,0,0,0,0
9,P. Gulácsi,League One,,5,0,0,2
9,P. Gulácsi,Reserve League North,,8,0,0,2
9,P. Gulácsi,FA Cup,,0,0,0,0
9,P. Gulácsi,Premier League,,0,0,0,0
8,P. Gulácsi,League One,,18,0,0,1
8,P. Gulácsi,League Cup,,0,0,0,0
21,J. Drachmann,1st division,,5,0,0,204
20,J. Drachmann,Superligaen relegation,,4,0,0,91
20,J. Drachmann,Superligaen,,12,0,0,740
20,J. Drachmann,Sydbank trophies,,2,0,0,160
20,J. Drachmann,Reserve leagues,,2,0,0,135
19,J. Drachmann,Superligaen relegation,,3,0,0,53
19,J. Drachmann,Superligaen,,24,0,3,"2,048"
19,J. Drachmann,Reserve leagues Spring,,1,0,0,60
19,J. Drachmann,Sydbank trophies,,1,0,0,90
18,J. Drachmann,Superligaen Meisterr.,,9,0,0,708
18,J. Drachmann,Reserve leagues Spring,,1,0,0,45
18,J. Drachmann,Super league,,22,1,2,"1,920"
18,J. Drachmann,Sydbank trophies,,2,0,0,151
18,J. Drachmann,Super league,,0,0,0,0
18,J. Drachmann,Reserve leagues,,1,0,0,90
17,J. Drachmann,Superligaen Meisterr.,,8,0,0,371
17,J. Drachmann,Sydbank trophies,,4,0,0,370
17,J. Drachmann,Super league,,17,0,0,"1,186"
17,J. Drachmann,Reserve leagues,,2,0,0,150
17,J. Drachmann,Europa League Quali,,6,0,0,430
16,J. Drachmann,Superligaen Releg.,,1,0,0,90
16,J. Drachmann,Superligaen Meisterr.,,8,0,0,689
16,J. Drachmann,Sydbank trophies,,3,0,0,259
16,J. Drachmann,Super league,,1,0,0,90
16,J. Drachmann,Super league,,16,1,1,"1,327"
16,J. Drachmann,Europa League Quali,,6,0,0,570
15,J. Drachmann,Super league,,28,0,2,"2,448"
15,J. Drachmann,Sydbank trophies,,3,0,0,225
14,J. Drachmann,1st division,,30,1,2,"2,700"
14,J. Drachmann,Sydbank trophies,,1,0,0,90
13,J. Drachmann,1st division,,26,1,2,"2,170"
13,J. Drachmann,Sydbank trophies,,3,0,1,252
12,J. Drachmann,Superligaen,,27,0,3,"2,090"
12,J. Drachmann,Sydbank trophies,,4,0,0,354
12,J. Drachmann,Europe League,,2,0,0,180
12,J. Drachmann,Europa League Quali,,2,0,0,180
11,J. Drachmann,Superligaen,,24,1,3,"1,809"
11,J. Drachmann,Sydbank trophies,,4,0,0,261
10,J. Drachmann,Superligaen,,27,1,2,"1,146"
10,J. Drachmann,Sydbank trophies,,2,0,0,126
9,J. Drachmann,1st division,,16,0,1,649
8,J. Drachmann,SAS leagues,,0,0,0,0
8,J. Drachmann,Sydbank trophies,,1,0,0,66
7,J. Drachmann,SAS leagues,,19,0,0,707
6,J. Drachmann,SAS leagues,,2,0,0,29
21,S. Coleman,Premier League,,3,0,1,270
21,S. Coleman,EFL Cup,,0,0,0,0
20,S. Coleman,Premier League,,25,0,3,"1,612"
20,S. Coleman,FA Cup,,4,0,0,365
20,S. Coleman,EFL Cup,,2,0,0,138
19,S. Coleman,Premier League,,27,0,1,"1,839"
19,S. Coleman,FA Cup,,1,0,0,63
19,S. Coleman,EFL Cup,,2,0,0,180
18,S. Coleman,Premier League,,29,2,2,"2,560"
18,S. Coleman,FA Cup,,1,0,0,90
18,S. Coleman,EFL Cup,,0,0,0,0
17,S. Coleman,Premier League,,12,0,1,"1,035"
16,S. Coleman,Premier League,,26,4,4,"2,317"
16,S. Coleman,FA Cup,,1,0,0,90
16,S. Coleman,EFL Cup,,1,0,0,90
15,S. Coleman,Premier League,,28,1,3,"2,386"
15,S. Coleman,FA Cup,,3,0,0,263
15,S. Coleman,League Cup,,3,0,0,193
14,S. Coleman,Premier League,,35,3,4,"3,065"
14,S. Coleman,Europe League,,5,2,0,450
14,S. Coleman,FA Cup,,2,0,0,210
13,S. Coleman,Premier League,,36,6,2,"3,229"
13,S. Coleman,FA Cup,,3,1,0,262
13,S. Coleman,League Cup,,2,0,0,144
12,S. Coleman,Premier League,,26,0,5,2164
12,S. Coleman,FA Cup,,3,1,0,270
12,S. Coleman,League Cup,,2,0,1,180
11,S. Coleman,Premier League,,18,0,0,"1,131"
11,S. Coleman,Reserve League,,4,1,1,324
11,S. Coleman,FA Cup,,4,0,0,184
11,S. Coleman,League Cup,,2,0,1,118
10,S. Coleman,Premier League,,34,4,3,"2,259"
10,S. Coleman,FA Cup,,4,1,0,333
10,S. Coleman,League Cup,,2,1,1,210
10,S. Coleman,Reserve League,,1,0,0,90
9,S. Coleman,Championship playoffs,,3,0,0,270
9,S. Coleman,Championship,,9,1,5,810
9,S. Coleman,Europe League,,3,0,0,270
9,S. Coleman,Premier League,,3,0,1,105
9,S. Coleman,FA Cup,,1,0,0,10
9,S. Coleman,Reserve League North,,5,0,0,449
9,S. Coleman,League Cup,,0,0,0,0
8,S. Coleman,Premier Division,,26,1,0,"2,281"
7,S. Coleman,Premier Division,,26,0,0,"2,237"
6,S. Coleman,Premier Division,,4,0,0,239
19,S. Wagner,Super League,,26,12,2,"2,293"
19,S. Wagner,Chinese FA Cup,,0,0,0,0
18,S. Wagner,Bundesliga,,7,0,0,138
18,S. Wagner,Champions League,,3,0,0,18
18,S. Wagner,DFB Cup,,1,1,0,90
18,S. Wagner,DFL Supercup,,1,0,0,18
17,S. Wagner,DFB Cup,,1,0,0,3
17,S. Wagner,Bundesliga,,14,8,2,722
17,S. Wagner,Champions League,,3,1,0,50
17,S. Wagner,Bundesliga,,11,4,2,872
17,S. Wagner,Europe League,,3,1,1,270
17,S. Wagner,CL qual,,2,1,1,180
17,S. Wagner,DFB Cup,,1,0,0,90
16,S. Wagner,Bundesliga,,31,11,4,"2,601"
16,S. Wagner,DFB Cup,,2,1,0,210
15,S. Wagner,Bundesliga,,32,14,3,"2,477"
15,S. Wagner,DFB Cup,,2,1,1,179
14,S. Wagner,Bundesliga,,15,0,0,257
14,S. Wagner,DFB Cup,,1,0,0,12
14,S. Wagner,Regionalliga northeast,,1,0,1,87
13,S. Wagner,Bundesliga,,25,2,0,639
13,S. Wagner,Regionalliga northeast,,1,0,0,37
13,S. Wagner,DFB Cup,,2,0,0,146
12,S. Wagner,2nd Bundesliga,,31,5,2,"1,041"
12,S. Wagner,Regionalliga northeast,,1,1,0,45
12,S. Wagner,DFB Cup,,1,1,0,90
11,S. Wagner,Bundesliga,,11,0,1,813
11,S. Wagner,Bundesliga,,7,0,0,134
11,S. Wagner,3rd league,,9,3,0,752
11,S. Wagner,DFB Cup,,1,0,0,17
10,S. Wagner,Bundesliga,,23,5,0,"1,171"
10,S. Wagner,3rd league,,2,1,0,180
10,S. Wagner,Champions League,,3,0,0,113
10,S. Wagner,DFB Cup,,1,0,0,5
10,S. Wagner,CL qual,,1,0,0,72
9,S. Wagner,3rd league,,7,3,2,550
9,S. Wagner,2nd Bundesliga,,6,5,1,540
9,S. Wagner,DFB Cup,,1,0,1,90
8,S. Wagner,2nd Bundesliga,,30,7,8,"1,816"
8,S. Wagner,NRW League,,1,0,0,90
8,S. Wagner,DFB Cup,,2,2,0,127
7,S. Wagner,Regional league south,,13,0,1,594
7,S. Wagner,UEFA Cup,,1,0,0,27
7,S. Wagner,Bundesliga,,4,0,0,63
7,S. Wagner,League Cup,,3,1,1,92
6,S. Wagner,Regional league south,,30,2,0,"1,665"
5,S. Wagner,U19 Bundesliga finals,,3,0,0,257
5,S. Wagner,Regional league south,,1,0,0,69
5,S. Wagner,U19-Bundesliga South / Southwest,,19,15,0,"1,521"
4,S. Wagner,U19-Bundesliga South / Southwest,,23,3,0,"1,306"
21,A. Oukidja,Ligue 1,,4,0,0,0
20,A. Oukidja,Ligue 1,,34,0,0,8
20,A. Oukidja,Coupe de France,,1,0,0,1
19,A. Oukidja,Ligue 1,,27,0,0,8
19,A. Oukidja,Coupe de France,,0,0,0,0
19,A. Oukidja,Coupe de la Ligue,,0,0,0,0
18,A. Oukidja,Ligue 2,,38,0,0,19
18,A. Oukidja,Coupe de France,,0,0,0,0
18,A. Oukidja,Coupe de la Ligue,,0,0,0,0
17,A. Oukidja,Ligue 1,,17,0,0,3
17,A. Oukidja,Coupe de France,,2,0,0,1
17,A. Oukidja,Coupe de la Ligue,,2,0,0,0
16,A. Oukidja,Ligue 2,,36,0,0,12
16,A. Oukidja,Coupe de France,,0,0,0,0
16,A. Oukidja,Coupe de la Ligue,,0,0,0,0
15,A. Oukidja,National Championship,,34,0,0,21
14,A. Oukidja,National Championship,,22,0,0,9
14,A. Oukidja,Coupe de France,,1,0,0,0
13,A. Oukidja,Final round Jupiler Pro League,,6,0,0,2
13,A. Oukidja,Proximus League,,32,0,0,13
12,A. Oukidja,Final round Jupiler Pro League,,6,0,0,1
12,A. Oukidja,Proximus League,,31,0,0,12
11,A. Oukidja,National Championship,,13,0,0,1
10,A. Oukidja,Ligue 1,,0,0,0,0
10,A. Oukidja,Europe League,,0,0,0,0
10,A. Oukidja,Europa League Quali,,0,0,0,0
9,A. Oukidja,Ligue 1,,0,0,0,0
9,A. Oukidja,Europe League,,0,0,0,0
9,A. Oukidja,Europa League Quali,,0,0,0,0
8,A. Oukidja,Ligue 1,,0,0,0,0
7,A. Oukidja,Ligue 1,,0,0,0,0
5,A. Oukidja,Ligue 2,,1,0,0,0
20,Maurício,SL1 play-off,,6,1,0,398
20,Maurício,Super League 1,,19,1,1,"1,680"
20,Maurício,Kypello Elladas,,1,0,0,31
19,Maurício,SL1 play-off,,10,0,0,722
19,Maurício,Kypello Elladas,,6,0,0,486
19,Maurício,Super League 1,,17,0,0,959
18,Maurício,Super League,,20,5,1,"1,604"
18,Maurício,Kypello Elladas,,2,0,0,145
18,Maurício,Europe League,,4,0,1,348
18,Maurício,CL qual,,6,0,1,534
17,Maurício,Kypello Elladas,,5,1,0,364
17,Maurício,Super League,,22,3,1,"1,780"
17,Maurício,Premier League,,0,0,0,0
16,Maurício,Premier League,,19,0,0,934
16,Maurício,Europe League,,5,1,1,245
16,Maurício,Russian Cup,,2,0,0,180
16,Maurício,Russian Supercup,,1,1,0,90
15,Maurício,Premier League,,11,1,1,724
15,Maurício,Russian Cup,,2,1,0,46
15,Maurício,Champions League,,2,0,0,85
15,Maurício,Premier League,,17,3,1,"1,394"
15,Maurício,Russian Cup,,1,0,0,40
14,Maurício,Premier League,,28,4,5,"2,442"
14,Maurício,Russian Cup,,1,0,0,90
13,Maurício,Premier League,,29,6,4,"2,078"
13,Maurício,Russian Cup,,3,0,0,260
12,Maurício,Premier League,,23,2,2,"1,590"
12,Maurício,Russian Cup,,2,0,0,135
11,Maurício,Russian Cup,,3,0,0,249
10,Maurício,Premier League,,37,9,1,"3,078"
9,Maurício,Premier League,,28,4,3,2125
9,Maurício,Série A,,10,1,1,434
9,Maurício,Copa Sudamericana,,6,0,0,154
8,Maurício,Série A,,22,1,2,1205
8,Maurício,Libertadores,,11,0,0,354
7,Maurício,Série A,,20,0,2,"1,242"
20,D. Fettouhi,Professional League,,20,2,0,"1,459"
21,D. Fettouhi,AFC Champions League,,6,1,2,494
20,D. Fettouhi,King's Cup,,1,0,0,90
19,D. Fettouhi,King's Cup,,1,0,0,85
19,D. Fettouhi,Professional League,,30,3,5,"2,646"
18,D. Fettouhi,UAE Pro League,,22,6,2,"1,808"
17,D. Fettouhi,UAE Pro League,,21,2,2,"1,852"
16,D. Fettouhi,UAE Pro League,,20,1,4,"1,737"
14,D. Fettouhi,UAE Pro League,,23,2,1,"2,066"
13,D. Fettouhi,UAE Pro League,,9,0,2,597
12,D. Fettouhi,Pro League,,12,5,1,"1,072"
12,D. Fettouhi,Coupe de France,,1,0,0,36
12,D. Fettouhi,Ligue 2,,13,3,1,752
11,D. Fettouhi,Ligue 2,,32,5,2,"2,453"
11,D. Fettouhi,Coupe de France,,2,0,0,106
11,D. Fettouhi,Coupe de la Ligue,,1,0,0,90
10,D. Fettouhi,Ligue 2,,35,3,2,"2,667"
10,D. Fettouhi,Coupe de la Ligue,,1,0,0,90
9,D. Fettouhi,Ligue 2,,11,0,0,381
8,D. Fettouhi,Ligue 1,,1,0,0,24
21,J. Hernández,MLS,,10,10,2,866
20,J. Hernández,MLS,,11,1,0,667
20,J. Hernández,MLS is back,,1,1,0,90
19,J. Hernández,Copa del Rey,,2,0,0,91
19,J. Hernández,LaLiga,,9,1,0,446
19,J. Hernández,Europe League,,4,2,0,258
19,J. Hernández,Premier League,,2,1,0,107
18,J. Hernández,Premier League,,25,7,3,"1,334"
18,J. Hernández,FA Cup,,1,0,0,90
18,J. Hernández,EFL Cup,,2,1,0,149
17,J. Hernández,Premier League,,28,8,1,"1,543"
17,J. Hernández,FA Cup,,2,0,0,161
17,J. Hernández,EFL Cup,,3,0,0,111
16,J. Hernández,Bundesliga,,26,11,3,"1,815"
16,J. Hernández,Champions League,,8,1,0,652
16,J. Hernández,DFB Cup,,2,1,1,179
15,J. Hernández,Bundesliga,,28,17,3,"2,174"
15,J. Hernández,Europe League,,3,0,1,270
15,J. Hernández,DFB Cup,,3,4,1,205
15,J. Hernández,Champions League,,6,5,0,485
15,J. Hernández,Premier League,,1,0,0,23
15,J. Hernández,CL qual,,2,0,0,44
14,J. Hernández,LaLiga,,23,7,7,857
14,J. Hernández,Champions League,,8,1,0,320
14,J. Hernández,Copa del Rey,,2,1,2,180
14,J. Hernández,FIFA Club World Cup,,0,0,0,0
14,J. Hernández,Premier League,,1,0,0,45
14,J. Hernández,League Cup,,1,0,0,90
13,J. Hernández,Premier League,,24,4,3,840
13,J. Hernández,Champions League,,5,0,0,169
13,J. Hernández,League Cup,,5,4,1,319
13,J. Hernández,FA Cup,,1,1,0,90
12,J. Hernández,Premier League,,22,10,5,945
12,J. Hernández,FA Cup,,6,4,2,490
12,J. Hernández,Champions League,,6,3,0,441
12,J. Hernández,League Cup,,2,1,1,210
11,J. Hernández,Premier League,,28,10,2,"1,496"
11,J. Hernández,Europe League,,3,2,1,270
11,J. Hernández,FA Cup,,1,0,0,14
11,J. Hernández,Champions League,,4,0,0,201
10,J. Hernández,Champions League,,9,4,1,551
10,J. Hernández,Premier League,,27,13,2,"1,486"
10,J. Hernández,FA Cup,,5,1,2,370
10,J. Hernández,League Cup,,3,1,0,167
10,J. Hernández,Community Shield,,1,1,0,44
9,J. Hernández,Primera Clausura,,11,10,6,892
9,J. Hernández,Primera Apertura,,17,11,1,"1,403"
8,J. Hernández,Primera Clausura,,15,4,2,752
9,J. Hernández,Libertadores,,5,3,0,274
8,J. Hernández,InterLiga,,3,0,0,71
8,J. Hernández,Primera Apertura,,7,0,0,80
8,J. Hernández,North American Super League,,1,0,0,10
8,J. Hernández,Copa Sudamericana,,1,0,0,16
7,J. Hernández,Liguilla Clausura,,1,0,0,12
8,J. Hernández,Libertadores,,3,0,0,72
7,J. Hernández,Primera Clausura,,4,0,0,124
7,J. Hernández,Primera Apertura,,1,0,0,10
7,J. Hernández,North American Super League,,1,0,0,31
7,J. Hernández,Copa Sudamericana,,1,0,0,1
6,J. Hernández,Liguilla Clausura,,1,0,0,1
6,J. Hernández,Primera Clausura,,2,0,0,29
6,J. Hernández,Liguilla Apertura,,0,0,0,0
6,J. Hernández,Primera Apertura,,5,1,0,79
21,D. Da Silva,Ligue 1,,2,0,0,160
20,D. Da Silva,Ligue 1,,30,4,0,"2,665"
20,D. Da Silva,Coupe de France,,1,0,0,90
20,D. Da Silva,Champions League,,6,0,0,520
19,D. Da Silva,Ligue 1,,25,1,2,"2,245"
19,D. Da Silva,Coupe de France,,3,0,0,330
19,D. Da Silva,Coupe de la Ligue,,0,0,0,0
19,D. Da Silva,Europe League,,3,0,0,270
19,D. Da Silva,Trophée des Champions,,1,0,0,90
18,D. Da Silva,Ligue 1,,33,2,1,"2,875"
18,D. Da Silva,Coupe de France,,4,0,0,420
18,D. Da Silva,Europe League,,10,0,0,900
18,D. Da Silva,Coupe de la Ligue,,2,1,0,210
17,D. Da Silva,Ligue 1,,32,4,0,"2,838"
17,D. Da Silva,Coupe de France,,3,0,0,300
17,D. Da Silva,Coupe de la Ligue,,1,0,0,58
16,D. Da Silva,Ligue 1,,36,0,1,"3,169"
16,D. Da Silva,Coupe de France,,0,0,0,0
16,D. Da Silva,Coupe de la Ligue,,0,0,0,0
15,D. Da Silva,Ligue 1,,28,2,0,"2,483"
15,D. Da Silva,Coupe de la Ligue,,1,0,0,90
14,D. Da Silva,Ligue 1,,35,1,1,"3,077"
14,D. Da Silva,Coupe de France,,1,0,0,120
14,D. Da Silva,Coupe de la Ligue,,0,0,0,0
13,D. Da Silva,Ligue 2,,33,0,2,"2,970"
13,D. Da Silva,Coupe de la Ligue,,1,0,0,90
12,D. Da Silva,National Championship,,35,0,0,"3,150"
12,D. Da Silva,Coupe de France,,2,0,0,174
11,D. Da Silva,National Championship,,29,0,0,"2,411"
10,D. Da Silva,National Championship,,1,0,0,90
10,D. Da Silva,Coupe de France,,0,0,0,0
10,D. Da Silva,Ligue 2,,0,0,0,0
10,D. Da Silva,Coupe de la Ligue,,0,0,0,0
9,D. Da Silva,Ligue 2,,8,1,0,571
8,D. Da Silva,Coupe de la Ligue,,1,0,0,90
7,D. Da Silva,Ligue 2,,14,0,0,"1,219"
7,D. Da Silva,Coupe de France,,1,0,0,5
7,D. Da Silva,Coupe de la Ligue,,0,0,0,0
6,D. Da Silva,Ligue 2,,3,0,0,262
6,D. Da Silva,Coupe de France,,1,0,0,120
21,L. Stindl,Bundesliga,,3,0,1,270
21,L. Stindl,DFB Cup,,1,1,0,90
20,L. Stindl,Bundesliga,,30,14,10,"1,968"
20,L. Stindl,Champions League,,8,2,3,538
20,L. Stindl,DFB Cup,,4,1,2,314
19,L. Stindl,Bundesliga,,25,9,3,"1,433"
19,L. Stindl,Europe League,,4,2,0,189
19,L. Stindl,DFB Cup,,1,0,0,90
