FifaIndex,short_name,competition,club,games_played,goals,assists,minutes
10,J. Harris,Conference,,5,0,0,420
8,J. Harris,League Two,,31,0,0,"2,206"
8,J. Harris,FA Cup,,1,0,0,90
8,J. Harris,League Cup,,1,0,0,44
7,J. Harris,League Two,,41,0,2,"3,254"
7,J. Harris,League Cup,,1,0,0,90
6,J. Harris,League Two,,32,2,1,"2,202"
6,J. Harris,League Cup,,1,0,0,70
21,S. Iacoponi,Series B,,0,0,0,0
21,S. Iacoponi,Coppa Italia,,0,0,0,0
20,S. Iacoponi,Series A,,16,0,0,"1,192"
20,S. Iacoponi,Coppa Italia,,2,0,0,180
19,S. Iacoponi,Series A,,36,2,0,"3,054"
19,S. Iacoponi,Coppa Italia,,2,1,0,116
18,S. Iacoponi,Series A,,38,0,0,"3,349"
18,S. Iacoponi,Coppa Italia,,1,0,0,90
17,S. Iacoponi,Series B,,40,1,0,"3,589"
17,S. Iacoponi,Coppa Italia,,1,0,0,90
16,S. Iacoponi,PlayOff Lega Pro,,6,0,0,570
16,S. Iacoponi,Lega Pro B,,15,1,1,"1,350"
16,S. Iacoponi,Series B,,23,1,2,1993
16,S. Iacoponi,Coppa Italia,,2,0,0,180
15,S. Iacoponi,Series B,,29,2,1,"2,395"
14,S. Iacoponi,Serie B play-out,,2,0,0,180
14,S. Iacoponi,Series B,,40,2,2,"3,516"
14,S. Iacoponi,Coppa Italia,,2,0,0,210
13,S. Iacoponi,Lega Pro 1a - A,,13,1,0,"1,148"
13,S. Iacoponi,Lega Pro 1a - A,,14,1,0,"1,260"
13,S. Iacoponi,Coppa Lega Pro,,1,0,0,45
13,S. Iacoponi,Coppa Italia,,2,0,0,180
12,S. Iacoponi,PlayOff Lega Pro,,2,1,0,180
12,S. Iacoponi,Lega Pro 1a - A,,31,4,0,"2,785"
11,S. Iacoponi,Lega Pro 1 - B,,31,1,0,"2,463"
10,S. Iacoponi,PlayOut Lega Pro,,2,0,0,180
10,S. Iacoponi,Lega Pro 1 - B,,29,1,0,"2,475"
10,S. Iacoponi,Series B,,0,0,0,0
9,S. Iacoponi,Series B,,6,0,0,494
9,S. Iacoponi,Coppa Italia,,1,0,0,90
8,S. Iacoponi,Lega Pro 1a - A,,3,1,0,224
8,S. Iacoponi,Coppa Italia,,2,0,0,130
7,S. Iacoponi,Primavera B,,20,2,0,"1,685"
7,S. Iacoponi,Viareggio,,1,0,0,90
7,S. Iacoponi,UEFA Cup,,1,0,0,81
6,S. Iacoponi,Series A,,1,0,0,25
6,S. Iacoponi,Coppa Italia,,4,1,0,303
21,J. Taylor,League Two,,2,0,0,96
21,J. Taylor,EFL Cup,,1,0,0,90
20,J. Taylor,League Two,,34,0,2,"2,480"
20,J. Taylor,FA Cup,,0,0,0,0
20,J. Taylor,EFL Trophy,,3,1,0,270
20,J. Taylor,EFL Cup,,0,0,0,0
19,J. Taylor,National League,,32,0,0,"2,349"
18,J. Taylor,National League,,43,1,1,"3,758"
17,J. Taylor,National League Playoffs,,0,0,0,0
17,J. Taylor,National League,,16,0,0,536
17,J. Taylor,FA Cup,,2,0,0,90
16,J. Taylor,FA Cup,,3,0,1,225
16,J. Taylor,National League,,20,0,2,"1,785"
16,J. Taylor,League One,,0,0,0,0
15,J. Taylor,League Two,,30,1,0,739
15,J. Taylor,FA Cup,,3,1,0,181
15,J. Taylor,FL Trophy,,2,0,0,83
15,J. Taylor,League Cup,,2,0,0,150
14,J. Taylor,League Two,,21,0,2,"1,890"
14,J. Taylor,FA Cup,,2,0,0,180
14,J. Taylor,League Two,,16,0,0,"1,351"
14,J. Taylor,EFL Trophy,,2,0,0,170
14,J. Taylor,League Cup,,1,0,0,90
13,J. Taylor,League Two,,33,2,0,"2,183"
13,J. Taylor,FA Cup,,1,0,0,90
13,J. Taylor,EFL Trophy,,1,1,0,120
13,J. Taylor,League Cup,,1,0,0,90
12,J. Taylor,League Two Playoffs,,1,0,0,19
12,J. Taylor,League Two,,16,0,1,"1,149"
12,J. Taylor,League Two,,20,2,0,"1,547"
12,J. Taylor,FA Cup,,4,0,0,266
12,J. Taylor,EFL Trophy,,1,0,0,90
12,J. Taylor,League Cup,,1,0,0,107
11,J. Taylor,League Two,,39,2,4,"3,306"
11,J. Taylor,FA Cup,,1,0,0,90
11,J. Taylor,EFL Trophy,,1,0,0,90
11,J. Taylor,League Cup,,1,0,0,90
10,J. Taylor,League Two,,42,5,2,"3,387"
10,J. Taylor,FA Cup,,1,0,0,90
10,J. Taylor,EFL Trophy,,1,0,0,64
10,J. Taylor,League Cup,,1,0,0,77
9,J. Taylor,League Two,,23,1,1,1956
9,J. Taylor,FA Cup,,0,0,0,0
9,J. Taylor,League Two,,3,0,0,173
9,J. Taylor,League Cup,,2,0,0,116
8,J. Taylor,League Two,,15,1,0,808
8,J. Taylor,League One,,8,1,0,491
8,J. Taylor,FA Cup,,3,0,0,225
7,J. Taylor,League Two Playoffs,,1,0,0,23
7,J. Taylor,League Two,,42,4,2,"3,444"
7,J. Taylor,League Cup,,2,0,0,180
6,J. Taylor,League Two,,45,1,1,"3,938"
6,J. Taylor,FA Cup,,2,0,0,180
6,J. Taylor,League Cup,,1,0,0,90
5,J. Taylor,League Two,,9,0,1,769
5,J. Taylor,EFL Trophy,,1,0,0,18
5,J. Taylor,League One,,0,0,0,0
5,J. Taylor,League Two,,12,1,0,348
4,J. Taylor,League Two,,20,2,0,653
21,S. Strømnes,OBOS leagues,,11,0,0,888
20,S. Strømnes,OBOS leagues,,27,3,1,"2,330"
19,S. Strømnes,Elite series,,13,0,0,"1,001"
19,S. Strømnes,NM Cup,,2,0,1,174
18,S. Strømnes,Relegation to the elite series,,0,0,0,0
18,S. Strømnes,Elite series,,5,0,0,287
18,S. Strømnes,PostNord-Ligaen Avd. 1,,9,0,0,666
18,S. Strømnes,NM Cup,,2,0,0,184
17,S. Strømnes,OBOS leagues,,26,1,2,"2,069"
17,S. Strømnes,NM Cup,,1,0,0,90
16,S. Strømnes,OBOS leagues,,29,2,2,"2,582"
16,S. Strømnes,NM Cup,,3,0,0,300
15,S. Strømnes,OBOS leagues,,29,2,2,"2,483"
15,S. Strømnes,NM Cup,,4,0,0,420
14,S. Strømnes,1. divisjon,,26,1,0,2162
14,S. Strømnes,NM Cup,,3,0,0,239
13,S. Strømnes,Adeccoligaen,,29,2,0,"2,429"
13,S. Strømnes,NM Cup,,1,0,0,90
12,S. Strømnes,Adeccoligaen,,27,0,1,"2,300"
12,S. Strømnes,NM Cup,,1,0,0,90
11,S. Strømnes,Superettan,,17,0,0,748
10,S. Strømnes,Svenska Cupen,,2,0,0,180
10,S. Strømnes,Allsvenskan,,11,0,0,666
9,S. Strømnes,Relegation to the elite series,,3,0,0,123
9,S. Strømnes,Adeccoligaen,,24,0,0,"1,648"
8,S. Strømnes,Adeccoligaen,,29,0,0,"2,463"
7,S. Strømnes,UEFA-Cup Quali,,0,0,0,0
7,S. Strømnes,Adeccoligaen,,7,0,0,520
7,S. Strømnes,Tippeligaen,,1,0,0,9
7,S. Strømnes,Adeccoligaen,,1,0,0,26
6,S. Strømnes,Tippeligaen,,4,0,0,115
5,S. Strømnes,UEFA Cup,,2,0,0,134
5,S. Strømnes,Tippeligaen,,0,0,0,0
20,De Lucas,League 1,,4,0,0,102
20,De Lucas,League 1,,12,0,0,973
19,De Lucas,League 1 - relegation round,,14,0,0,"1,183"
19,De Lucas,League 1,,5,0,1,450
19,De Lucas,Super League 1,,6,0,0,182
19,De Lucas,Kypello Elladas,,2,0,0,101
18,De Lucas,Super League,,9,0,0,471
18,De Lucas,Kypello Elladas,,1,0,0,90
17,De Lucas,Super League,,26,1,1,2115
17,De Lucas,Kypello Elladas,,4,0,0,227
16,De Lucas,Super League,,28,1,1,"2,261"
16,De Lucas,Kypello Elladas,,6,0,1,405
15,De Lucas,League 1 - championship round,,10,1,0,742
15,De Lucas,League 1,,3,1,0,239
15,De Lucas,Ligat ha'Al,,9,0,0,748
15,De Lucas,Europa League Quali,,1,0,0,21
14,De Lucas,League 1,,25,1,2,"2,229"
14,De Lucas,Cupa României,,2,0,0,180
14,De Lucas,Europe League,,2,0,0,164
14,De Lucas,Europa League Quali,,4,2,2,360
14,De Lucas,Cupa Ligii,,1,0,0,29
13,De Lucas,League 1,,28,1,1,"2,213"
13,De Lucas,Cupa României,,4,0,0,278
13,De Lucas,Europe League,,1,0,0,45
13,De Lucas,Europa League Quali,,4,1,2,360
12,De Lucas,2ª B - Group I,,31,6,1,"2,515"
11,De Lucas,2ª B - Group II,,32,0,1,"2,688"
11,De Lucas,Copa del Rey,,2,2,0,210
10,De Lucas,LaLiga2,,0,0,0,0
10,De Lucas,2ª B - Group I,,34,7,0,"2,881"
9,De Lucas,2ª B - Group IV,,12,0,0,539
9,De Lucas,2ª B - Group III,,17,1,0,916
9,De Lucas,Copa del Rey,,1,0,0,29
8,De Lucas,LaLiga2,,10,0,0,268
8,De Lucas,LaLiga,,0,0,0,0
8,De Lucas,Copa del Rey,,2,0,0,180
7,De Lucas,League BBVA,,12,1,0,235
6,De Lucas,League BBVA,,1,0,0,58
21,K. Benzema,LaLiga,,3,2,3,269 ​​
20,K. Benzema,LaLiga,,34,23,9,"2,902"
20,K. Benzema,Champions League,,10,6,0,841
20,K. Benzema,Copa del Rey,,1,0,0,53
20,K. Benzema,Supercopa,,1,1,0,88
19,K. Benzema,Champions League,,8,5,2,643
19,K. Benzema,LaLiga,,37,21,8,"3,156"
19,K. Benzema,Copa del Rey,,3,1,1,182
18,K. Benzema,LaLiga,,36,21,7,"2,962"
18,K. Benzema,Champions League,,8,4,2,587
18,K. Benzema,Copa del Rey,,6,4,1,456
18,K. Benzema,FIFA Club World Cup,,2,0,1,180
18,K. Benzema,UEFA Super Cup,,1,1,0,120
17,K. Benzema,Champions League,,9,5,0,600
17,K. Benzema,LaLiga,,32,5,11,"2,156"
17,K. Benzema,Copa del Rey,,1,1,0,90
17,K. Benzema,FIFA Club World Cup,,2,0,0,160
17,K. Benzema,Supercopa,,2,1,0,148
17,K. Benzema,UEFA Super Cup,,1,0,0,83
16,K. Benzema,Champions League,,13,5,1,953
16,K. Benzema,LaLiga,,29,11,5,"1,914"
16,K. Benzema,Copa del Rey,,3,1,1,114
16,K. Benzema,FIFA Club World Cup,,2,2,1,200
16,K. Benzema,UEFA Super Cup,,1,0,0,58
15,K. Benzema,Champions League,,9,4,0,603
15,K. Benzema,LaLiga,,27,24,8,"1,990"
14,K. Benzema,LaLiga,,29,15,11,"2,315"
14,K. Benzema,Champions League,,9,6,2,663
14,K. Benzema,Copa del Rey,,3,0,1,241
14,K. Benzema,FIFA Club World Cup,,2,1,0,180
14,K. Benzema,Supercopa,,2,0,0,180
14,K. Benzema,UEFA Super Cup,,1,0,1,90
13,K. Benzema,Champions League,,11,5,5,913
13,K. Benzema,LaLiga,,35,17,10,"2,767"
13,K. Benzema,Copa del Rey,,6,2,1,374
12,K. Benzema,LaLiga,,30,11,13,"1,777"
12,K. Benzema,Copa del Rey,,8,4,3,504
12,K. Benzema,Champions League,,10,5,5,531
12,K. Benzema,Supercopa,,2,0,0,70
11,K. Benzema,LaLiga,,34,21,11,"2,251"
11,K. Benzema,Champions League,,11,7,5,760
11,K. Benzema,Copa del Rey,,5,3,1,262
11,K. Benzema,Supercopa,,2,1,2,170
10,K. Benzema,LaLiga,,33,15,6,"1,885"
10,K. Benzema,Champions League,,8,6,1,372
10,K. Benzema,Copa del Rey,,7,5,2,492
9,K. Benzema,LaLiga,,27,8,5,"1,309"
9,K. Benzema,Champions League,,5,1,1,315
9,K. Benzema,Copa del Rey,,1,0,0,90
8,K. Benzema,Ligue 1,,36,17,4,"2,764"
8,K. Benzema,Champions League,,8,5,2,704
8,K. Benzema,Coupe de France,,2,1,0,156
8,K. Benzema,Trophée des Champions,,1,0,0,120
7,K. Benzema,Coupe de France,,6,6,0,485
7,K. Benzema,Ligue 1,,36,20,9,"2,596"
7,K. Benzema,Champions League,,7,4,1,594
7,K. Benzema,Coupe de la Ligue,,2,1,0,107
7,K. Benzema,Trophée des Champions,,1,0,0,90
6,K. Benzema,Ligue 1,,21,5,5,"1,158"
6,K. Benzema,Coupe de la Ligue,,1,0,0,29
6,K. Benzema,Champions League,,3,2,0,101
6,K. Benzema,Coupe de France,,1,0,0,32
6,K. Benzema,Trophée des Champions,,1,1,0,120
5,K. Benzema,Ligue 1,,13,1,4,526
5,K. Benzema,Champions League,,1,1,0,90
5,K. Benzema,Coupe de France,,2,2,0,180
4,K. Benzema,Ligue 1,,6,0,1,107
4,K. Benzema,Champions League,,0,0,0,0
21,R. Hennings,2nd Bundesliga,,5,3,0,438
21,R. Hennings,DFB Cup,,1,2,1,63
20,R. Hennings,2nd Bundesliga,,33,9,4,"2,108"
20,R. Hennings,DFB Cup,,2,2,0,180
19,R. Hennings,Bundesliga,,32,15,0,"2,459"
19,R. Hennings,DFB Cup,,4,4,0,420
18,R. Hennings,Bundesliga,,29,7,6,"1,831"
18,R. Hennings,DFB Cup,,3,2,1,238
17,R. Hennings,2nd Bundesliga,,33,13,7,"2,657"
17,R. Hennings,DFB Cup,,2,2,1,147
16,R. Hennings,2nd Bundesliga,,30,9,3,"2,562"
16,R. Hennings,DFB Cup,,0,0,0,0
15,R. Hennings,Championship,,26,1,0,472
15,R. Hennings,FA Cup,,2,1,0,105
15,R. Hennings,DFB Cup,,1,0,0,90
15,R. Hennings,2nd Bundesliga,,2,0,0,180
14,R. Hennings,Relegation 1st Bundesliga,,2,1,1,210
14,R. Hennings,2nd Bundesliga,,27,17,4,2113
14,R. Hennings,DFB Cup,,1,0,0,90
13,R. Hennings,2nd Bundesliga,,31,10,5,"1,652"
12,R. Hennings,3rd league,,35,9,14,"2,807"
12,R. Hennings,DFB Cup,,3,0,0,250
11,R. Hennings,3rd league,,17,5,6,"1,491"
11,R. Hennings,2nd Bundesliga,,6,0,0,147
11,R. Hennings,RL North (until 11/12),,3,3,0,270
11,R. Hennings,DFB Cup,,1,0,0,20
10,R. Hennings,Bundesliga,,16,1,0,815
10,R. Hennings,DFB Cup,,1,0,0,21
9,R. Hennings,2nd Bundesliga,,29,9,5,1007
9,R. Hennings,DFB Cup,,2,0,0,105
8,R. Hennings,2nd Bundesliga,,21,2,1,"1,070"
8,R. Hennings,DFB Cup,,1,0,0,117
7,R. Hennings,2nd Bundesliga,,29,2,7,"2,075"
7,R. Hennings,DFB Cup,,1,0,0,27
6,R. Hennings,Regionalliga North,,29,8,0,"2,059"
6,R. Hennings,Bundesliga,,0,0,0,0
6,R. Hennings,Champions League,,0,0,0,0
5,R. Hennings,Regionalliga North,,22,3,1,"1,417"
5,R. Hennings,Bundesliga,,0,0,0,0
5,R. Hennings,U19 Bundesliga North / Northeast,,8,10,0,517
4,R. Hennings,U19 Bundesliga North / Northeast,,22,9,0,"1,823"
3,R. Hennings,U19 Bundesliga North / Northeast,,9,2,0,467
21,D. McGoldrick,EFL Cup,,1,0,0,61
21,D. McGoldrick,Championship,,4,0,1,249
20,D. McGoldrick,Premier League,,35,8,1,"2,402"
20,D. McGoldrick,FA Cup,,4,0,1,281
20,D. McGoldrick,EFL Cup,,1,1,0,62
19,D. McGoldrick,Premier League,,28,2,2,"1,824"
19,D. McGoldrick,FA Cup,,2,2,0,169
19,D. McGoldrick,EFL Cup,,0,0,0,0
18,D. McGoldrick,Championship,,45,15,4,"3,260"
18,D. McGoldrick,FA Cup,,0,0,0,0
17,D. McGoldrick,Championship,,22,6,5,"1,615"
17,D. McGoldrick,FA Cup,,1,0,0,90
17,D. McGoldrick,EFL Cup,,1,2,0,90
16,D. McGoldrick,Championship,,30,5,4,"2,379"
16,D. McGoldrick,EFL Cup,,1,0,0,44
15,D. McGoldrick,Championship,,24,4,1,"1,151"
15,D. McGoldrick,League Cup,,3,1,4,271
14,D. McGoldrick,Championship playoffs,,1,0,0,19
14,D. McGoldrick,Championship,,26,7,6,2164
14,D. McGoldrick,FA Cup,,2,0,0,153
13,D. McGoldrick,Championship,,31,14,4,"2,676"
13,D. McGoldrick,FA Cup,,2,2,0,77
13,D. McGoldrick,League Cup,,1,0,0,34
12,D. McGoldrick,Championship,,13,4,1,984
12,D. McGoldrick,FA Cup,,1,0,0,30
12,D. McGoldrick,League One,,22,16,1,"1,912"
12,D. McGoldrick,EFL Trophy,,3,1,1,330
12,D. McGoldrick,League Cup,,1,0,0,90
12,D. McGoldrick,Championship,,0,0,0,0
11,D. McGoldrick,FA Cup,,1,0,0,44
11,D. McGoldrick,Championship,,9,0,0,265
11,D. McGoldrick,League One,,4,1,0,206
11,D. McGoldrick,League Cup,,0,0,0,0
10,D. McGoldrick,Championship playoffs,,1,0,0,78
10,D. McGoldrick,Championship,,21,5,1,904
10,D. McGoldrick,FA Cup,,2,1,2,158
9,D. McGoldrick,Championship playoffs,,2,0,0,20
9,D. McGoldrick,Championship,,33,3,2,"1,651"
9,D. McGoldrick,FA Cup,,1,0,0,67
9,D. McGoldrick,League Cup,,2,0,0,53
8,D. McGoldrick,Championship,,46,12,1,"3,884"
8,D. McGoldrick,FA Cup,,1,0,1,90
8,D. McGoldrick,League Cup,,3,2,1,270
7,D. McGoldrick,Championship,,8,0,1,195
7,D. McGoldrick,FA Cup,,2,0,0,15
7,D. McGoldrick,League One,,17,2,2,"1,315"
7,D. McGoldrick,League Cup,,1,0,0,13
6,D. McGoldrick,Championship,,9,0,0,170
6,D. McGoldrick,League One,,12,6,1,"1,041"
6,D. McGoldrick,FA Cup,,2,0,0,180
6,D. McGoldrick,League Cup,,1,1,0,25
5,D. McGoldrick,Championship,,1,0,0,61
5,D. McGoldrick,League Two,,6,0,0,399
4,D. McGoldrick,FA Youth Cup,,1,0,0,120
3,D. McGoldrick,Second Division,,4,0,0,173
21,Fernando,LaLiga,,3,0,0,269 ​​
20,Fernando,LaLiga,,31,3,4,"2,545"
20,Fernando,Champions League,,7,0,1,490
20,Fernando,Copa del Rey,,5,0,0,368
20,Fernando,UEFA Super Cup,,1,0,0,120
19,Fernando,Europe League,,7,0,0,569
19,Fernando,LaLiga,,34,2,3,"2,657"
19,Fernando,Copa del Rey,,1,1,0,90
18,Fernando,Super Lig,,22,2,4,"1,857"
18,Fernando,Türkiye Kupasi,,4,0,0,243
18,Fernando,Europe League,,1,0,0,90
18,Fernando,Champions League,,4,0,0,325
18,Fernando,TFF Süper Kupa,,1,0,0,70
17,Fernando,Super Lig,,25,2,0,"2,104"
17,Fernando,Türkiye Kupasi,,1,0,0,82
16,Fernando,Premier League,,15,0,0,558
16,Fernando,FA Cup,,4,0,0,127
16,Fernando,Champions League,,4,0,0,137
16,Fernando,EFL Cup,,2,0,0,180
16,Fernando,CL qual,,2,0,0,100
15,Fernando,Premier League,,24,2,0,"1,695"
15,Fernando,Champions League,,10,0,2,778
15,Fernando,League Cup,,5,0,0,280
15,Fernando,FA Cup,,3,0,0,258
14,Fernando,Premier League,,25,2,2,"1,880"
14,Fernando,Champions League,,5,0,0,421
14,Fernando,FA Cup,,2,0,0,169
14,Fernando,League Cup,,0,0,0,0
14,Fernando,Community Shield,,1,0,0,90
13,Fernando,League Sagres,,25,0,0,"2,203"
13,Fernando,Allianz Cup,,4,0,0,315
13,Fernando,Taça de Portugal,,4,1,0,360
13,Fernando,Europe League,,5,0,2,440
13,Fernando,Champions League,,6,0,0,540
13,Fernando,Supertaça,,1,0,0,90
12,Fernando,League Sagres,,24,1,1,"1,926"
12,Fernando,Allianz Cup,,5,1,0,324
12,Fernando,Champions League,,6,0,1,454
12,Fernando,Taça de Portugal,,1,0,0,59
12,Fernando,Supertaça,,1,0,0,90
11,Fernando,League Sagres,,22,1,2,"1,783"
11,Fernando,Europe League,,2,0,0,180
11,Fernando,Allianz Cup,,2,0,0,48
11,Fernando,Champions League,,6,0,0,460
11,Fernando,Taça de Portugal,,1,0,0,90
11,Fernando,UEFA Super Cup,,1,0,0,13
10,Fernando,Taça de Portugal,,4,0,0,315
10,Fernando,Europe League,,12,0,0,977
10,Fernando,League Sagres,,21,0,1,"1,591"
10,Fernando,Allianz Cup,,1,1,0,73
10,Fernando,Europa League Quali,,2,1,0,180
10,Fernando,Supertaça,,1,0,0,90
9,Fernando,Taça de Portugal,,6,0,0,504
9,Fernando,League Sagres,,25,0,0,"2,195"
9,Fernando,Allianz Cup,,1,0,0,90
9,Fernando,Champions League,,6,0,0,540
9,Fernando,Supertaça,,1,0,0,90
8,Fernando,Taça de Portugal,,4,0,0,336
8,Fernando,League Sagres,,25,0,0,"2,192"
8,Fernando,Champions League,,10,0,1,810
8,Fernando,Allianz Cup,,2,0,0,180
8,Fernando,Supertaça,,0,0,0,0
7,Fernando,League Bwin,,26,1,0,"2,287"
7,Fernando,Taça de Portugal,,1,0,0,90
7,Fernando,Allianz Cup,,1,0,0,120
21,L. Stevenson,Premiership,,2,0,0,134
21,L. Stevenson,League Cup,,1,0,0,34
21,L. Stevenson,UECL qual,,2,0,0,180
20,L. Stevenson,SFA Cup,,3,0,0,47
20,L. Stevenson,Scottish Premiership championship round,,4,0,0,215
20,L. Stevenson,Premiership,,18,0,1,912
20,L. Stevenson,Betfred Cup,,3,0,0,270
19,L. Stevenson,Premiership,,27,0,0,"2,366"
19,L. Stevenson,SFA Cup,,4,0,0,360
19,L. Stevenson,League Cup,,3,0,0,330
18,L. Stevenson,Scottish Premiership championship round,,5,0,0,450
18,L. Stevenson,Premiership,,29,0,1,"2,464"
18,L. Stevenson,SFA Cup,,2,0,0,180
18,L. Stevenson,League Cup,,2,0,1,210
18,L. Stevenson,Europa League Quali,,6,1,2,538
17,L. Stevenson,Scottish Premiership championship round,,5,0,3,446
17,L. Stevenson,Premiership,,30,1,4,"2,700"
17,L. Stevenson,SFA Cup,,1,0,0,90
17,L. Stevenson,League Cup,,7,0,2,660
16,L. Stevenson,Championship,,34,0,2,"3,025"
16,L. Stevenson,SFA Cup,,5,1,3,450
16,L. Stevenson,Irn-Bru Cup,,0,0,0,0
16,L. Stevenson,League Cup,,1,0,0,90
16,L. Stevenson,Europa League Quali,,2,0,0,210
15,L. Stevenson,SFA Cup,,7,0,3,660
15,L. Stevenson,Premiership playoffs,,4,0,0,360
15,L. Stevenson,Championship,,35,0,4,"3,150"
15,L. Stevenson,League Cup,,6,1,1,540
15,L. Stevenson,Petrofac Tr. Cup,,1,0,0,90
14,L. Stevenson,Premiership playoffs,,2,0,0,160
14,L. Stevenson,Championship,,35,2,4,"3,142"
14,L. Stevenson,SFA Cup,,4,1,1,360
14,L. Stevenson,League Cup,,2,0,3,210
14,L. Stevenson,Petrofac Tr. Cup,,1,0,0,120
13,L. Stevenson,Premiership playoffs,,2,0,0,210
13,L. Stevenson,Premiership,,35,1,2,"2,906"
13,L. Stevenson,SFA Cup,,2,0,0,180
13,L. Stevenson,League Cup,,2,0,0,180
13,L. Stevenson,Europa League Quali,,2,0,0,180
12,L. Stevenson,SFA Cup,,4,0,0,276
12,L. Stevenson,Premiership,,29,0,2,201
11,L. Stevenson,SFA Cup,,4,0,1,360
11,L. Stevenson,Premiership,,29,0,1,"2,356"
11,L. Stevenson,League Cup,,1,0,0,15
10,L. Stevenson,Premiership,,19,1,0,"1,074"
10,L. Stevenson,SFA Cup,,0,0,0,0
10,L. Stevenson,Europa League Quali,,0,0,0,0
9,L. Stevenson,Premiership,,10,0,0,652
9,L. Stevenson,SFA Cup,,2,0,0,116
9,L. Stevenson,League Cup,,1,0,0,22
8,L. Stevenson,Premiership,,29,0,1,"2,298"
8,L. Stevenson,SFA Cup,,1,0,0,90
8,L. Stevenson,UI Cup,,1,0,0,6
7,L. Stevenson,Premiership,,21,0,1,"1,506"
6,L. Stevenson,Premiership,,11,0,0,741
6,L. Stevenson,UI Cup,,1,0,0,20
5,L. Stevenson,Premiership,,0,0,0,0
21,A. Aldrete,Liga MX Apertura,,0,0,0,0
20,A. Aldrete,Liguilla Clausura,,5,0,0,304
20,A. Aldrete,CONCACAF CL,,4,0,1,236
20,A. Aldrete,Liga MX Clausura,,10,1,1,547
20,A. Aldrete,Liguilla Apertura,,3,0,0,200
20,A. Aldrete,Liga MX Apertura,,17,0,1,"1,518"
19,A. Aldrete,CONCACAF CL,,1,0,0,39
19,A. Aldrete,Liga MX Clausura,,9,2,1,810
19,A. Aldrete,Liga MX Apertura,,15,0,3,"1,266"
19,A. Aldrete,Leagues Cup,,2,0,0,180
19,A. Aldrete,Supercopa MX,,1,0,1,90
18,A. Aldrete,Liguilla Clausura,,2,0,0,175
18,A. Aldrete,Liga MX Clausura,,16,0,1,"1,356"
18,A. Aldrete,Copa MX Clausura,,3,0,0,236
18,A. Aldrete,Liguilla Apertura,,6,0,1,531
18,A. Aldrete,Liga MX Apertura,,16,1,3,"1,413"
18,A. Aldrete,Copa MX Apertura,,4,1,0,360
17,A. Aldrete,Liga MX Clausura,,16,1,4,"1,417"
17,A. Aldrete,Copa MX Clausura,,3,0,0,270
17,A. Aldrete,Liguilla Apertura,,0,0,0,0
17,A. Aldrete,Liga MX Apertura,,14,1,1,"1,121"
17,A. Aldrete,Copa MX Apertura,,4,0,0,278
16,A. Aldrete,Liga MX Clausura,,15,1,1,"1,146"
16,A. Aldrete,Copa MX Clausura,,2,0,0,180
16,A. Aldrete,Liga MX Apertura,,13,1,2,964
16,A. Aldrete,Copa MX Apertura,,3,1,0,270
15,A. Aldrete,Liguilla Clausura,,0,0,0,0
15,A. Aldrete,Liga MX Clausura,,7,0,0,381
15,A. Aldrete,CONCACAF CL,,3,0,0,197
15,A. Aldrete,Liga MX Apertura,,12,0,0,977
15,A. Aldrete,Campeón de Campeones,,1,0,0,90
14,A. Aldrete,Liguilla Clausura,,6,0,1,540
14,A. Aldrete,Liga MX Clausura,,15,1,0,"1,320"
14,A. Aldrete,Copa MX Clausura,,4,0,0,360
14,A. Aldrete,Liga MX Apertura,,14,0,0,"1,192"
14,A. Aldrete,Copa MX Apertura,,6,0,0,540
13,A. Aldrete,Liguilla Clausura,,2,0,0,103
13,A. Aldrete,Liga MX Clausura,,14,0,0,763
13,A. Aldrete,Liguilla Apertura,,5,0,0,215
13,A. Aldrete,Liga MX Apertura,,10,0,0,598
13,A. Aldrete,CONCACAF CL,,3,0,0,270
12,A. Aldrete,Liguilla Clausura,,5,0,0,254
12,A. Aldrete,Liga MX Clausura,,10,0,0,850
12,A. Aldrete,Copa MX Clausura,,4,0,0,360
12,A. Aldrete,Liguilla Apertura,,2,0,0,180
12,A. Aldrete,Liga MX Apertura,,17,0,1,"1,512"
12,A. Aldrete,Copa MX Apertura,,2,0,0,180
11,A. Aldrete,Liguilla Clausura,,2,0,0,101
11,A. Aldrete,Primera Clausura,,16,0,0,"1,343"
11,A. Aldrete,CONCACAF CL,,6,1,0,486
11,A. Aldrete,Liguilla Apertura,,4,0,0,303
11,A. Aldrete,Primera Apertura,,11,0,0,959
10,A. Aldrete,Liguilla Clausura,,6,0,0,540
10,A. Aldrete,Primera Clausura,,16,2,1,"1,395"
10,A. Aldrete,Primera Apertura,,16,1,1,"1,440"
10,A. Aldrete,North American Super League,,4,0,1,360
9,A. Aldrete,Liguilla Clausura,,1,0,0,90
10,A. Aldrete,Libertadores,,2,0,0,96
9,A. Aldrete,Primera Clausura,,7,1,0,570
9,A. Aldrete,Liguilla Apertura,,4,0,0,347
9,A. Aldrete,Primera Apertura,,17,0,1,1207
8,A. Aldrete,Primera Clausura,,16,0,1,"1,219"
8,A. Aldrete,InterLiga,,4,0,0,390
8,A. Aldrete,Primera Apertura,,8,0,0,198
7,A. Aldrete,Primera Clausura,,17,0,0,"1,376"
7,A. Aldrete,InterLiga,,3,0,0,188
7,A. Aldrete,Liguilla Apertura,,2,0,0,180
7,A. Aldrete,Primera Apertura,,15,0,3,"1,248"
